audit_id,table_name,row_pk,column_name,issue_type,old_value,new_value,action,reason,created_at
433,clean.app_snapshot_clean,6194,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
434,clean.app_snapshot_clean,6197,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
435,clean.app_snapshot_clean,6201,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
436,clean.app_snapshot_clean,6205,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
437,clean.app_snapshot_clean,6207,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
438,clean.app_snapshot_clean,6214,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
439,clean.app_snapshot_clean,6223,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
440,clean.app_snapshot_clean,6240,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
441,clean.app_snapshot_clean,6244,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
442,clean.app_snapshot_clean,6245,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
443,clean.app_snapshot_clean,6246,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
444,clean.app_snapshot_clean,6248,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
445,clean.app_snapshot_clean,6249,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
446,clean.app_snapshot_clean,6250,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
447,clean.app_snapshot_clean,6252,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
448,clean.app_snapshot_clean,6254,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
449,clean.app_snapshot_clean,6255,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
450,clean.app_snapshot_clean,6258,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
451,clean.app_snapshot_clean,6261,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
452,clean.app_snapshot_clean,6265,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
453,clean.app_snapshot_clean,6272,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
454,clean.app_snapshot_clean,6273,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
455,clean.app_snapshot_clean,6274,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
456,clean.app_snapshot_clean,6275,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
457,clean.app_snapshot_clean,6276,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
458,clean.app_snapshot_clean,6292,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
459,clean.app_snapshot_clean,6293,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
460,clean.app_snapshot_clean,6306,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
461,clean.app_snapshot_clean,6307,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
462,clean.app_snapshot_clean,6334,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
463,clean.app_snapshot_clean,6336,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
464,clean.app_snapshot_clean,6341,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
465,clean.app_snapshot_clean,6344,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
466,clean.app_snapshot_clean,6345,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
467,clean.app_snapshot_clean,6349,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
468,clean.app_snapshot_clean,6350,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
469,clean.app_snapshot_clean,6351,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
470,clean.app_snapshot_clean,6352,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
471,clean.app_snapshot_clean,6353,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
472,clean.app_snapshot_clean,6355,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
473,clean.app_snapshot_clean,6361,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
474,clean.app_snapshot_clean,6373,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
475,clean.app_snapshot_clean,6375,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
476,clean.app_snapshot_clean,6380,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
477,clean.app_snapshot_clean,6381,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
478,clean.app_snapshot_clean,6382,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
479,clean.app_snapshot_clean,6392,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
480,clean.app_snapshot_clean,6404,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
481,clean.app_snapshot_clean,6408,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
482,clean.app_snapshot_clean,6409,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
483,clean.app_snapshot_clean,6414,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
484,clean.app_snapshot_clean,6440,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
485,clean.app_snapshot_clean,6443,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
486,clean.app_snapshot_clean,6445,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
487,clean.app_snapshot_clean,6448,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
488,clean.app_snapshot_clean,6449,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
489,clean.app_snapshot_clean,6450,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
490,clean.app_snapshot_clean,6451,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
491,clean.app_snapshot_clean,6452,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
492,clean.app_snapshot_clean,6458,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
493,clean.app_snapshot_clean,6459,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
494,clean.app_snapshot_clean,6460,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
495,clean.app_snapshot_clean,6471,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
496,clean.app_snapshot_clean,6475,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
497,clean.app_snapshot_clean,6479,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
498,clean.app_snapshot_clean,6484,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
499,clean.app_snapshot_clean,6485,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
500,clean.app_snapshot_clean,6488,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
501,clean.app_snapshot_clean,6490,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
502,clean.app_snapshot_clean,6493,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
503,clean.app_snapshot_clean,6494,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
504,clean.app_snapshot_clean,6495,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
505,clean.app_snapshot_clean,6496,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
506,clean.app_snapshot_clean,6497,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
507,clean.app_snapshot_clean,6498,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
508,clean.app_snapshot_clean,6502,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
509,clean.app_snapshot_clean,6503,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
510,clean.app_snapshot_clean,6507,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
511,clean.app_snapshot_clean,6514,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
512,clean.app_snapshot_clean,6517,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
513,clean.app_snapshot_clean,6523,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
514,clean.app_snapshot_clean,6533,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
515,clean.app_snapshot_clean,6534,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
516,clean.app_snapshot_clean,6542,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
517,clean.app_snapshot_clean,6543,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
518,clean.app_snapshot_clean,6545,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
519,clean.app_snapshot_clean,6557,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
520,clean.app_snapshot_clean,6559,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
521,clean.app_snapshot_clean,6560,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
522,clean.app_snapshot_clean,6570,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
523,clean.app_snapshot_clean,6574,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
524,clean.app_snapshot_clean,6575,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
525,clean.app_snapshot_clean,6582,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
526,clean.app_snapshot_clean,6584,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
527,clean.app_snapshot_clean,6611,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
528,clean.app_snapshot_clean,6613,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
529,clean.app_snapshot_clean,6621,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
530,clean.app_snapshot_clean,6628,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
531,clean.app_snapshot_clean,6638,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
532,clean.app_snapshot_clean,6647,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
533,clean.app_snapshot_clean,6648,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
534,clean.app_snapshot_clean,6651,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
535,clean.app_snapshot_clean,6652,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
536,clean.app_snapshot_clean,6653,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
537,clean.app_snapshot_clean,6655,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
538,clean.app_snapshot_clean,6656,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
539,clean.app_snapshot_clean,6658,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
540,clean.app_snapshot_clean,6667,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
541,clean.app_snapshot_clean,6671,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
542,clean.app_snapshot_clean,6673,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
543,clean.app_snapshot_clean,6678,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
544,clean.app_snapshot_clean,6679,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
545,clean.app_snapshot_clean,6681,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
546,clean.app_snapshot_clean,6682,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
547,clean.app_snapshot_clean,6683,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
548,clean.app_snapshot_clean,6684,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
549,clean.app_snapshot_clean,6685,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
550,clean.app_snapshot_clean,6686,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
551,clean.app_snapshot_clean,6697,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
552,clean.app_snapshot_clean,6703,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
553,clean.app_snapshot_clean,6706,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
554,clean.app_snapshot_clean,6707,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
555,clean.app_snapshot_clean,6709,rating,rating_missing,null,null,PRESERVE_AND_FLAG,Rating is an analytical measure. Missing ratings are preserved as NULL to avoid biased imputation; rating_missing_flag is set to true.,2026-05-09 20:12:46.050314+00
